SupplierID,SupplierName,SupplierRegion,ComponentType,Month,Deliveries,UnitsReceived,DefectiveUnits,DefectRate,SupplierRating
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2023-06,22,66396,4225,6.365,D
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2024-09,21,17850,556,3.116,C
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2024-08,22,101420,824,0.813,A
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2023-09,13,45929,498,1.086,A
SUP-0061,Cox Ltd Corp,USA,Metal Components,2024-07,20,84200,4136,4.912,C
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2025-04,3,2058,133,6.487,D
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2023-08,19,32775,1335,4.076,C
SUP-0143,Morris Ltd Group,Mexico,Connectors,2024-02,13,16523,170,1.031,A
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2024-03,13,29705,1619,5.451,D
SUP-0132,Patel-Gamble Industries,Poland,Connectors,2023-09,19,76874,1558,2.028,B
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2024-08,19,70699,3859,5.459,D
SUP-0062,Burke-Owens Components,India,Metal Components,2025-08,22,67914,1619,2.385,B
SUP-0024,"Miles, Perez and Johnson Pvt Ltd",Germany,Plastic Components,2025-04,23,29555,300,1.016,A
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2025-04,4,3080,66,2.151,B
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2025-07,23,13616,201,1.479,A
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2025-06,6,7302,136,1.871,B
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-09,4,5728,365,6.388,D
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2025-08,14,22022,752,3.418,C
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2024-09,20,27460,236,0.86,A
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2025-09,6,18894,596,3.155,C
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2025-10,6,25710,180,0.7,A
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-10,22,72732,363,0.5,A
SUP-0069,Soto-Powell GmbH,Poland,Switchgear Parts,2023-09,18,23634,475,2.012,B
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2024-10,21,29001,548,1.891,B
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2023-05,4,15836,393,2.482,B
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-08,21,67053,2930,4.37,C
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-02,9,31833,986,3.098,C
SUP-0033,Knox-Smith Group,India,Connectors,2025-09,11,33594,1324,3.944,C
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2025-04,19,48070,2624,5.459,D
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2023-01,25,8400,417,4.968,C
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2024-05,18,12006,231,1.929,B
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2024-10,8,38200,2169,5.678,D
SUP-0061,Cox Ltd Corp,USA,Metal Components,2023-04,13,27209,1475,5.422,D
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2025-09,18,52956,3106,5.866,D
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-07,23,40549,1004,2.478,B
SUP-0011,Nicholson LLC Corp,Poland,Circuit Breakers,2024-09,25,62325,1262,2.025,B
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2024-05,4,10384,75,0.725,A
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2024-08,16,39680,1673,4.219,C
SUP-0004,Hernandez Group Pvt Ltd,Mexico,Transformers,2023-04,21,17304,418,2.417,B
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2023-06,2,6664,165,2.49,B
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2025-05,3,10485,177,1.689,B
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2025-10,24,56976,553,0.972,A
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2023-03,20,55060,1532,2.783,B
SUP-0134,Davis-Lopez Components,India,Switchgear Parts,2024-09,10,24650,1455,5.905,D
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2025-12,13,14482,1158,8.0,D
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-11,13,54106,1567,2.898,B
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2025-07,23,103155,3250,3.151,C
SUP-0066,Lopez and Sons Corp,China,Connectors,2024-01,25,75275,3148,4.183,C
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-01,17,26537,978,3.687,C
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-12,22,29546,605,2.049,B
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2025-09,12,28248,259,0.918,A
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2025-12,4,1528,43,2.816,B
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-12,19,91865,5375,5.852,D
SUP-0039,Adams Inc Components,Germany,Metal Components,2025-06,19,20444,294,1.44,A
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2024-10,7,10108,341,3.375,C
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2025-08,3,7695,132,1.722,B
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2024-03,4,19352,506,2.618,B
SUP-0034,Owen-Middleton Group,China,Plastic Components,2023-05,2,970,6,0.642,A
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2025-09,10,34770,1158,3.333,C
SUP-0142,Campbell and Sons Industries,USA,Transformers,2025-09,4,4744,325,6.859,D
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2025-11,19,30514,2001,6.559,D
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2024-02,15,72360,2316,3.201,C
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2023-12,19,87590,1870,2.135,B
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2024-03,22,53790,2189,4.071,C
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2023-12,12,52668,613,1.166,A
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-10,7,26733,793,2.97,B
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2024-09,14,57260,598,1.045,A
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2025-05,12,13932,102,0.739,A
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2024-05,5,12185,812,6.666,D
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2025-01,21,14721,356,2.423,B
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2025-03,14,61320,3193,5.208,D
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2023-07,7,34069,170,0.5,A
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2023-04,10,2870,197,6.877,D
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2025-03,20,79180,606,0.766,A
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-04,8,9272,181,1.957,B
SUP-0039,Adams Inc Components,Germany,Metal Components,2023-10,2,1336,9,0.739,A
SUP-0145,Charles LLC Manufacturing,India,Transformers,2023-12,18,27198,770,2.833,B
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2023-03,16,59168,881,1.489,A
SUP-0142,Campbell and Sons Industries,USA,Transformers,2025-07,23,53406,3720,6.967,D
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2024-05,7,22953,629,2.743,B
SUP-0034,Owen-Middleton Group,China,Plastic Components,2024-09,5,8195,78,0.953,A
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-12,19,8493,132,1.565,B
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2024-08,25,35675,1924,5.396,D
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2023-02,24,66744,2547,3.816,C
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2024-12,4,6704,474,7.075,D
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2023-05,18,70722,1417,2.004,B
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-06,8,11968,398,3.327,C
SUP-0015,Chan LLC Manufacturing,India,Connectors,2024-10,10,43890,1491,3.398,C
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2024-05,17,12206,326,2.674,B
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2023-02,25,82000,2009,2.451,B
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2023-03,4,14060,361,2.573,B
SUP-0065,Garrison Group Industries,Mexico,Transformers,2024-04,15,48195,2127,4.414,C
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2024-03,15,37560,1488,3.962,C
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2025-08,6,23118,313,1.355,A
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2024-08,10,32090,639,1.994,B
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2024-06,9,36819,1965,5.338,D
SUP-0015,Chan LLC Manufacturing,India,Connectors,2024-04,13,37401,1156,3.091,C
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-10,9,35505,1086,3.06,C
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2025-05,2,9602,199,2.074,B
SUP-0024,"Miles, Perez and Johnson Pvt Ltd",Germany,Plastic Components,2023-04,23,104719,1449,1.384,A
SUP-0033,Knox-Smith Group,India,Connectors,2025-03,25,54375,3310,6.088,D
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2023-12,17,58939,568,0.964,A
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2025-04,14,10192,624,6.131,D
SUP-0069,Soto-Powell GmbH,Poland,Switchgear Parts,2023-03,14,44898,848,1.891,B
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2023-04,18,23310,930,3.993,C
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2024-05,22,94490,2986,3.161,C
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2023-06,17,69887,1708,2.445,B
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2024-09,4,17876,715,4.002,C
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2023-12,18,57186,1992,3.484,C
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2023-05,17,21063,915,4.347,C
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2023-10,4,13244,622,4.702,C
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2023-11,8,4984,45,0.917,A
SUP-0116,Chen-Mills Corp,China,Metal Components,2024-07,9,41211,2029,4.924,C
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2023-12,13,38792,678,1.748,B
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2025-11,11,47113,507,1.078,A
SUP-0062,Burke-Owens Components,India,Metal Components,2025-10,15,19590,563,2.877,B
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2023-03,10,13860,139,1.004,A
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2025-11,20,64760,4934,7.62,D
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2025-06,2,4370,59,1.361,A
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2025-11,9,42453,1237,2.915,B
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2025-09,24,19344,1253,6.478,D
SUP-0083,Burch-Harris Components,USA,Transformers,2023-07,4,4212,110,2.634,B
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2024-08,8,21656,300,1.388,A
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2025-11,22,8954,264,2.958,B
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-01,8,12560,454,3.617,C
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2024-04,24,115320,1758,1.525,B
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2025-11,5,12215,399,3.271,C
SUP-0031,Miller and Sons Corp,China,Connectors,2023-08,22,104522,7823,7.485,D
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2024-11,11,53471,3059,5.722,D
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-07,14,22148,654,2.954,B
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2023-05,12,58800,478,0.814,A
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-11,11,2563,100,3.932,C
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2023-12,18,47448,2568,5.414,D
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2025-11,11,11561,770,6.661,D
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2024-02,19,40394,2053,5.083,D
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2023-09,7,20286,778,3.836,C
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2023-01,15,48240,2325,4.82,C
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2023-01,25,64800,2631,4.062,C
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2023-01,23,16606,988,5.956,D
SUP-0101,Wood-Johnson Corp,Mexico,Connectors,2023-05,21,75264,4595,6.106,D
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2023-03,4,1332,54,4.127,C
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2023-06,6,3378,135,4.02,C
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2025-10,12,8028,221,2.764,B
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2024-01,5,10315,222,2.156,B
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-01,18,54774,2133,3.895,C
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2023-10,4,4276,119,2.787,B
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2023-03,6,9648,236,2.448,B
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2025-08,18,22032,711,3.227,C
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2025-08,18,32328,1543,4.776,C
SUP-0067,Woods-Liu Group,China,Transformers,2024-08,7,8001,357,4.463,C
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2025-06,12,13032,924,7.097,D
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2024-12,5,23950,1143,4.774,C
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2024-07,20,32160,820,2.552,B
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2025-11,2,5438,181,3.34,C
SUP-0015,Chan LLC Manufacturing,India,Connectors,2024-10,25,23650,1192,5.041,D
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2025-08,17,43928,481,1.095,A
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2024-01,5,18515,597,3.226,C
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-05,25,27775,1285,4.629,C
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2025-07,25,10400,610,5.868,D
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2025-11,25,71250,3359,4.715,C
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2024-03,18,48186,405,0.841,A
SUP-0090,Williams Ltd GmbH,China,Connectors,2025-03,10,9830,101,1.036,A
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2024-09,14,48174,2729,5.665,D
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2025-11,11,32582,1709,5.246,D
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-09,15,51750,1069,2.066,B
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2024-09,25,110375,4587,4.156,C
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2023-10,3,10482,468,4.473,C
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-04,9,44073,517,1.175,A
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2025-01,18,63738,4483,7.034,D
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2024-02,4,5436,190,3.497,C
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-09,15,6075,89,1.469,A
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2025-12,14,39648,1915,4.83,C
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-02,2,2378,93,3.926,C
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2025-11,13,46644,865,1.856,B
SUP-0145,Charles LLC Manufacturing,India,Transformers,2024-07,2,7842,156,1.993,B
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2024-02,5,8150,516,6.34,D
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2023-04,8,1776,26,1.518,B
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2023-12,5,16015,796,4.976,C
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2023-05,21,31836,168,0.528,A
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2024-09,15,26535,143,0.539,A
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2024-11,3,4626,185,4.019,C
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2024-08,2,8492,93,1.1,A
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2024-05,10,30800,2202,7.15,D
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2023-11,2,7674,472,6.157,D
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2023-01,7,2772,97,3.513,C
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2024-04,11,52866,650,1.231,A
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2024-09,12,35316,2328,6.595,D
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2023-05,8,10368,138,1.335,A
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2023-10,5,17810,382,2.146,B
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2025-01,4,18616,305,1.641,B
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2023-09,16,64848,1890,2.915,B
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2023-08,18,29520,757,2.565,B
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-10,13,52559,2099,3.995,C
SUP-0142,Campbell and Sons Industries,USA,Transformers,2024-07,7,12327,772,6.268,D
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2024-08,19,88787,5774,6.504,D
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2024-09,3,14874,267,1.798,B
SUP-0062,Burke-Owens Components,India,Metal Components,2025-12,13,14079,669,4.755,C
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2025-03,2,9004,413,4.589,C
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2025-05,24,13656,124,0.914,A
SUP-0062,Burke-Owens Components,India,Metal Components,2025-03,21,53928,2096,3.888,C
SUP-0008,Young and Sons Industries,Germany,Plastic Components,2024-09,16,22416,126,0.563,A
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2024-06,4,16648,971,5.838,D
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2024-11,19,56411,466,0.827,A
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2023-11,21,7161,221,3.09,C
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2023-09,12,49128,2433,4.954,C
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-10,8,2600,119,4.599,C
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2025-05,14,20356,1294,6.358,D
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-04,19,79078,1558,1.971,B
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2024-06,14,13720,361,2.636,B
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2025-05,22,80014,1666,2.082,B
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2025-01,19,88407,2529,2.861,B
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2023-11,7,12754,579,4.542,C
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2023-07,2,7744,174,2.248,B
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-08,5,10130,416,4.11,C
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2025-08,22,109824,6995,6.369,D
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2024-04,24,116256,1888,1.625,B
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-09,25,107125,4143,3.867,C
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2023-01,12,34752,540,1.554,B
SUP-0039,Adams Inc Components,Germany,Metal Components,2025-09,6,8352,76,0.911,A
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2025-07,23,25944,623,2.402,B
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2025-01,20,91440,457,0.5,A
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2024-10,4,5096,190,3.744,C
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2025-02,3,5592,225,4.027,C
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2025-04,14,11578,423,3.657,C
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2025-01,10,8790,703,8.0,D
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2025-11,3,7068,79,1.13,A
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2023-03,15,49755,1231,2.475,B
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2023-10,18,61308,1877,3.062,C
SUP-0011,Nicholson LLC Corp,Poland,Circuit Breakers,2024-06,2,4932,99,2.016,B
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2023-03,12,29964,1642,5.48,D
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-01,11,54186,897,1.657,B
SUP-0145,Charles LLC Manufacturing,India,Transformers,2024-04,14,56504,1471,2.605,B
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-01,10,32840,996,3.034,C
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2024-10,22,74008,809,1.094,A
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2024-12,11,15983,1239,7.752,D
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2025-02,22,102102,1688,1.654,B
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2024-11,21,12264,548,4.471,C
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2024-02,19,91599,1379,1.506,B
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2024-04,18,7074,283,4.008,C
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2023-05,12,7332,418,5.707,D
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2023-05,14,54600,1597,2.926,B
SUP-0065,Garrison Group Industries,Mexico,Transformers,2023-04,17,76908,4151,5.399,D
SUP-0115,Dixon-Collins Corp,USA,Connectors,2023-11,13,20202,1227,6.074,D
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2025-09,10,30710,636,2.073,B
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2023-12,6,4644,246,5.308,D
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2023-12,7,26432,761,2.882,B
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2023-09,10,42750,1210,2.833,B
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2025-08,16,33648,1503,4.469,C
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2024-01,9,30951,2273,7.347,D
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2025-01,14,52164,446,0.857,A
SUP-0031,Miller and Sons Corp,China,Connectors,2024-07,16,66304,3553,5.359,D
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2024-02,18,50436,1116,2.213,B
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2024-03,9,39798,284,0.714,A
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2024-03,9,18297,122,0.671,A
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2025-11,3,834,59,7.11,D
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2024-10,9,17613,140,0.799,A
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2024-02,6,15540,753,4.847,C
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2024-10,19,36784,861,2.343,B
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2025-05,4,15316,578,3.779,C
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2025-12,22,103334,3026,2.928,B
SUP-0067,Woods-Liu Group,China,Transformers,2025-12,2,3506,187,5.344,D
SUP-0134,Davis-Lopez Components,India,Switchgear Parts,2024-04,2,8790,358,4.075,C
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2024-07,8,32536,1556,4.784,C
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2024-09,12,8844,501,5.668,D
SUP-0143,Morris Ltd Group,Mexico,Connectors,2024-10,4,9708,57,0.596,A
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2023-05,24,13344,609,4.571,C
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2023-01,12,37500,1083,2.889,B
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2025-06,6,2676,83,3.13,C
SUP-0066,Lopez and Sons Corp,China,Connectors,2024-12,3,9087,512,5.644,D
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2023-07,24,40824,1192,2.921,B
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2025-07,12,28908,1106,3.828,C
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2025-03,11,28567,511,1.79,B
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2025-11,15,25665,384,1.497,A
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2023-12,16,18992,495,2.609,B
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2023-11,5,10250,268,2.623,B
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2023-02,24,9624,158,1.644,B
