EmployeeID,Department,JobRole,TrainingCourse,TrainingDate,ExpiryDate,TrainingStatus,ComplianceStatus
EMP-12804,HR,HR Manager,Calibration Awareness,2023-06-13,2024-06-12,Expired,Compliant
EMP-12805,Quality,Auditor,ISO 9001 Awareness,2025-10-15,2026-10-15,Completed,Compliant
EMP-12806,Maintenance,Maintenance Supervisor,Calibration Awareness,2024-11-07,2025-11-07,Completed,Compliant
EMP-12807,Warehouse,Warehouse Supervisor,Calibration Awareness,2024-07-17,2026-07-17,Completed,Compliant
EMP-12808,Supply Chain,Buyer,Calibration Awareness,2024-03-22,2025-03-22,Expired,Non-Compliant
EMP-12809,Warehouse,Inventory Clerk,ISO 9001 Awareness,2024-08-22,2026-08-22,Completed,Compliant
EMP-12810,Engineering,Design Engineer,Safety Training,2023-05-12,2025-05-11,Completed,Non-Compliant
EMP-12811,Supply Chain,Planner,Safety Training,2023-12-04,2025-12-03,Expired,Compliant
EMP-12812,Quality,Quality Engineer,Internal Auditor Training,2023-02-19,2024-02-19,Completed,Compliant
EMP-12813,Manufacturing,Line Lead,5S Lean Manufacturing,2023-08-10,2024-08-09,Completed,Compliant
EMP-12814,Warehouse,Forklift Operator,ISO 9001 Awareness,2024-02-18,2025-02-17,Completed,Compliant
EMP-12815,Warehouse,Inventory Clerk,Calibration Awareness,2024-02-19,2025-02-18,Completed,Compliant
EMP-12816,Supply Chain,Logistics Coordinator,5S Lean Manufacturing,2023-05-30,2024-05-29,Expired,Compliant
EMP-12817,Manufacturing,Production Supervisor,Safety Training,2025-07-29,2027-07-29,Pending,Non-Compliant
EMP-12818,Maintenance,Reliability Engineer,ISO 9001 Awareness,2024-05-03,2025-05-03,Completed,Non-Compliant
EMP-12819,Manufacturing,Production Supervisor,Internal Auditor Training,2025-10-21,2026-10-21,Completed,Compliant
EMP-12820,Quality,QA Manager,5S Lean Manufacturing,2025-07-21,2026-07-21,Completed,Compliant
EMP-12821,Supply Chain,Buyer,Safety Training,2024-03-20,2025-03-20,Expired,Compliant
EMP-12822,Manufacturing,Line Lead,5S Lean Manufacturing,2024-09-05,2026-09-05,Completed,Compliant
EMP-12823,Maintenance,Reliability Engineer,5S Lean Manufacturing,2025-05-15,2026-05-15,Pending,Non-Compliant
EMP-12824,HR,HR Generalist,Internal Auditor Training,2023-03-23,2024-03-22,Expired,Compliant
EMP-12825,HR,HR Generalist,Safety Training,2024-10-28,2025-10-28,Completed,Compliant
EMP-12826,Manufacturing,Assembly Technician,5S Lean Manufacturing,2023-05-04,2025-05-03,Completed,Non-Compliant
EMP-12827,Warehouse,Warehouse Supervisor,Calibration Awareness,2025-05-14,2026-05-14,Completed,Compliant
EMP-12828,Quality,Auditor,Calibration Awareness,2023-04-04,2024-04-03,Expired,Non-Compliant
EMP-12829,Supply Chain,Planner,Internal Auditor Training,2023-08-17,2024-08-16,Completed,Compliant
EMP-12830,Maintenance,Maintenance Technician,ISO 9001 Awareness,2023-11-11,2024-11-10,Expired,Non-Compliant
EMP-12831,Maintenance,Maintenance Technician,ISO 9001 Awareness,2024-09-07,2025-09-07,Completed,Compliant
EMP-12832,Warehouse,Inventory Clerk,Calibration Awareness,2025-03-19,2026-03-19,Completed,Compliant
EMP-12833,Manufacturing,Production Supervisor,Internal Auditor Training,2024-04-04,2025-04-04,Completed,Compliant
EMP-12834,Warehouse,Forklift Operator,Safety Training,2024-06-27,2026-06-27,Completed,Compliant
EMP-12835,Engineering,Process Engineer,Internal Auditor Training,2023-08-25,2024-08-24,Completed,Compliant
EMP-12836,Warehouse,Warehouse Supervisor,Calibration Awareness,2025-02-15,2026-02-15,Completed,Compliant
EMP-12837,Manufacturing,Machine Operator,Safety Training,2023-08-05,2025-08-04,Expired,Compliant
EMP-12838,Engineering,Manufacturing Engineer,Safety Training,2024-12-26,2025-12-26,Completed,Compliant
EMP-12839,Maintenance,Reliability Engineer,5S Lean Manufacturing,2025-06-09,2026-06-09,Completed,Compliant
EMP-12840,Manufacturing,Production Supervisor,5S Lean Manufacturing,2024-04-22,2025-04-22,Expired,Compliant
EMP-12841,Supply Chain,Logistics Coordinator,ISO 9001 Awareness,2024-05-05,2026-05-05,Completed,Compliant
EMP-12842,HR,HR Generalist,Internal Auditor Training,2023-11-07,2025-11-06,Expired,Compliant
EMP-12843,Quality,QA Manager,Calibration Awareness,2023-08-22,2024-08-21,Completed,Compliant
EMP-12844,Quality,Auditor,Internal Auditor Training,2024-07-16,2025-07-16,Completed,Compliant
EMP-12845,HR,HR Manager,Calibration Awareness,2024-04-29,2025-04-29,Expired,Non-Compliant
EMP-12846,Quality,Quality Inspector,Internal Auditor Training,2023-03-17,2024-03-16,Completed,Compliant
EMP-12847,Warehouse,Forklift Operator,ISO 9001 Awareness,2023-05-07,2024-05-06,Expired,Compliant
EMP-12848,HR,Training Coordinator,Safety Training,2024-06-24,2026-06-24,Completed,Compliant
EMP-12849,Warehouse,Warehouse Operator,Calibration Awareness,2024-07-08,2026-07-08,Completed,Compliant
EMP-12850,Supply Chain,Supply Chain Analyst,Calibration Awareness,2024-02-11,2025-02-10,Expired,Compliant
EMP-12851,HR,Training Coordinator,Internal Auditor Training,2023-12-20,2025-12-19,Completed,Compliant
EMP-12852,Manufacturing,Assembly Technician,ISO 9001 Awareness,2023-04-04,2024-04-03,Expired,Compliant
EMP-12853,Supply Chain,Buyer,ISO 9001 Awareness,2024-02-17,2026-02-16,Completed,Compliant
EMP-12854,Manufacturing,Machine Operator,5S Lean Manufacturing,2025-09-17,2026-09-17,Completed,Compliant
EMP-12855,Quality,Quality Engineer,5S Lean Manufacturing,2025-02-08,2026-02-08,Completed,Compliant
EMP-12856,Warehouse,Inventory Clerk,Internal Auditor Training,2023-12-18,2025-12-17,Expired,Compliant
EMP-12857,Maintenance,Maintenance Supervisor,Internal Auditor Training,2023-08-20,2024-08-19,Completed,Compliant
EMP-12858,Warehouse,Forklift Operator,Internal Auditor Training,2025-07-15,2026-07-15,Completed,Compliant
EMP-12859,Maintenance,Reliability Engineer,ISO 9001 Awareness,2024-05-12,2025-05-12,Expired,Compliant
EMP-12860,Quality,Auditor,ISO 9001 Awareness,2025-04-04,2027-04-04,Completed,Compliant
EMP-12861,Quality,Quality Inspector,5S Lean Manufacturing,2024-08-30,2025-08-30,Expired,Compliant
EMP-12862,Warehouse,Inventory Clerk,Calibration Awareness,2025-02-03,2026-02-03,Completed,Compliant
EMP-12863,HR,HR Manager,Calibration Awareness,2023-04-05,2024-04-04,Expired,Compliant
EMP-12864,Manufacturing,Assembly Technician,Safety Training,2024-04-19,2025-04-19,Completed,Compliant
EMP-12865,Manufacturing,Assembly Technician,Internal Auditor Training,2023-11-15,2025-11-14,Completed,Compliant
EMP-12866,HR,HR Manager,Calibration Awareness,2023-10-26,2025-10-25,Completed,Compliant
EMP-12867,Supply Chain,Logistics Coordinator,Safety Training,2023-04-21,2025-04-20,Expired,Compliant
EMP-12868,Maintenance,Maintenance Supervisor,Safety Training,2023-02-15,2024-02-15,Expired,Non-Compliant
EMP-12869,Manufacturing,Line Lead,Calibration Awareness,2025-08-07,2026-08-07,Completed,Compliant
EMP-12870,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2024-07-02,2026-07-02,Completed,Compliant
EMP-12871,Supply Chain,Supply Chain Analyst,Calibration Awareness,2023-06-03,2024-06-02,Completed,Compliant
EMP-12872,Engineering,Process Engineer,ISO 9001 Awareness,2023-04-09,2024-04-08,Expired,Compliant
EMP-12873,Warehouse,Warehouse Operator,5S Lean Manufacturing,2025-07-13,2026-07-13,Pending,Non-Compliant
EMP-12874,HR,Training Coordinator,Safety Training,2025-01-28,2026-01-28,Completed,Compliant
EMP-12875,Warehouse,Warehouse Supervisor,Safety Training,2025-04-18,2026-04-18,Completed,Compliant
EMP-12876,Quality,Quality Engineer,Safety Training,2024-07-31,2025-07-31,Expired,Compliant
EMP-12877,Manufacturing,Machine Operator,Safety Training,2024-03-04,2025-03-04,Expired,Compliant
EMP-12878,Maintenance,Maintenance Supervisor,Calibration Awareness,2024-07-08,2026-07-08,Completed,Compliant
EMP-12879,Warehouse,Forklift Operator,Calibration Awareness,2024-05-17,2025-05-17,Completed,Compliant
EMP-12880,Engineering,Manufacturing Engineer,Internal Auditor Training,2024-04-11,2025-04-11,Completed,Compliant
EMP-12881,Manufacturing,Production Supervisor,Calibration Awareness,2025-10-09,2026-10-09,Completed,Compliant
EMP-12882,Manufacturing,Assembly Technician,Internal Auditor Training,2025-02-18,2027-02-18,Completed,Compliant
EMP-12883,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2024-07-13,2026-07-13,Completed,Compliant
EMP-12884,Manufacturing,Assembly Technician,ISO 9001 Awareness,2024-06-23,2026-06-23,Completed,Compliant
EMP-12885,HR,Training Coordinator,Safety Training,2024-01-31,2025-01-30,Completed,Compliant
EMP-12886,Engineering,Process Engineer,Internal Auditor Training,2023-08-09,2024-08-08,Expired,Non-Compliant
EMP-12887,Manufacturing,Assembly Technician,ISO 9001 Awareness,2024-12-07,2025-12-07,Completed,Compliant
EMP-12888,Engineering,Design Engineer,Internal Auditor Training,2025-06-19,2026-06-19,Completed,Compliant
EMP-12889,Warehouse,Inventory Clerk,Internal Auditor Training,2024-01-15,2025-01-14,Expired,Compliant
EMP-12890,Maintenance,Reliability Engineer,Calibration Awareness,2024-03-11,2025-03-11,Expired,Non-Compliant
EMP-12891,HR,Training Coordinator,Safety Training,2023-12-15,2025-12-14,Completed,Compliant
EMP-12892,Engineering,Process Engineer,Internal Auditor Training,2025-02-20,2026-02-20,Completed,Compliant
EMP-12893,HR,Training Coordinator,5S Lean Manufacturing,2024-04-19,2025-04-19,Completed,Compliant
EMP-12894,Quality,QA Manager,ISO 9001 Awareness,2025-08-30,2027-08-30,Completed,Compliant
EMP-12895,Quality,Quality Inspector,Calibration Awareness,2024-01-30,2025-01-29,Completed,Compliant
EMP-12896,Quality,Quality Engineer,5S Lean Manufacturing,2024-02-23,2026-02-22,Completed,Compliant
EMP-12897,Maintenance,Maintenance Technician,5S Lean Manufacturing,2025-03-19,2027-03-19,Completed,Compliant
EMP-12898,Engineering,Process Engineer,5S Lean Manufacturing,2023-02-19,2025-02-18,Completed,Compliant
EMP-12899,Engineering,Process Engineer,ISO 9001 Awareness,2024-08-12,2025-08-12,Completed,Compliant
EMP-12900,Manufacturing,Assembly Technician,Internal Auditor Training,2024-11-15,2026-11-15,Completed,Compliant
EMP-12901,Engineering,Design Engineer,Calibration Awareness,2023-06-27,2024-06-26,Expired,Compliant
EMP-12902,Warehouse,Forklift Operator,ISO 9001 Awareness,2025-03-09,2026-03-09,Completed,Compliant
EMP-12903,Quality,Auditor,5S Lean Manufacturing,2024-09-13,2025-09-13,Completed,Non-Compliant
EMP-12904,Engineering,Design Engineer,Calibration Awareness,2024-06-07,2026-06-07,Completed,Compliant
EMP-12905,Warehouse,Forklift Operator,Calibration Awareness,2024-12-30,2025-12-30,Completed,Compliant
EMP-12906,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2025-08-17,2027-08-17,Completed,Compliant
EMP-12907,Warehouse,Forklift Operator,ISO 9001 Awareness,2024-10-25,2026-10-25,Completed,Compliant
EMP-12908,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2025-05-25,2027-05-25,Completed,Compliant
EMP-12909,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2024-09-04,2026-09-04,Completed,Compliant
EMP-12910,Supply Chain,Buyer,Internal Auditor Training,2023-08-09,2025-08-08,Expired,Non-Compliant
EMP-12911,HR,HR Manager,Safety Training,2024-09-07,2025-09-07,Completed,Compliant
EMP-12912,Maintenance,Maintenance Technician,ISO 9001 Awareness,2024-06-09,2025-06-09,Completed,Compliant
EMP-12913,HR,Training Coordinator,ISO 9001 Awareness,2024-08-16,2026-08-16,Completed,Compliant
EMP-12914,Warehouse,Inventory Clerk,Internal Auditor Training,2023-05-02,2025-05-01,Completed,Compliant
EMP-12915,Warehouse,Forklift Operator,Calibration Awareness,2025-02-15,2026-02-15,Completed,Compliant
EMP-12916,Quality,Quality Inspector,ISO 9001 Awareness,2025-02-05,2027-02-05,Completed,Compliant
EMP-12917,Quality,Auditor,Calibration Awareness,2025-02-02,2026-02-02,Completed,Compliant
EMP-12918,HR,Training Coordinator,Safety Training,2025-06-20,2026-06-20,Completed,Compliant
EMP-12919,HR,Training Coordinator,Internal Auditor Training,2024-10-27,2026-10-27,Completed,Compliant
EMP-12920,Warehouse,Forklift Operator,Safety Training,2023-03-18,2024-03-17,Completed,Compliant
EMP-12921,Warehouse,Forklift Operator,ISO 9001 Awareness,2024-04-19,2026-04-19,Completed,Compliant
EMP-12922,Supply Chain,Buyer,Calibration Awareness,2024-08-28,2026-08-28,Completed,Compliant
EMP-12923,Warehouse,Inventory Clerk,5S Lean Manufacturing,2024-12-05,2025-12-05,Expired,Compliant
EMP-12924,Supply Chain,Planner,ISO 9001 Awareness,2025-03-11,2026-03-11,Completed,Compliant
EMP-12925,HR,HR Manager,Safety Training,2024-01-28,2026-01-27,Completed,Compliant
EMP-12926,Quality,Quality Inspector,Internal Auditor Training,2023-09-03,2025-09-02,Completed,Compliant
EMP-12927,Supply Chain,Planner,Internal Auditor Training,2023-12-26,2025-12-25,Completed,Compliant
EMP-12928,Maintenance,Maintenance Supervisor,Safety Training,2023-04-23,2024-04-22,Completed,Non-Compliant
EMP-12929,Warehouse,Warehouse Operator,ISO 9001 Awareness,2025-05-13,2026-05-13,Completed,Compliant
EMP-12930,HR,HR Generalist,Internal Auditor Training,2024-09-16,2026-09-16,Completed,Compliant
EMP-12931,Manufacturing,Line Lead,ISO 9001 Awareness,2023-10-30,2024-10-29,Completed,Compliant
EMP-12932,Engineering,Manufacturing Engineer,Internal Auditor Training,2023-11-06,2024-11-05,Completed,Compliant
EMP-12933,Warehouse,Forklift Operator,Calibration Awareness,2024-03-25,2025-03-25,Completed,Compliant
EMP-12934,Warehouse,Forklift Operator,Calibration Awareness,2023-06-04,2024-06-03,Expired,Compliant
EMP-12935,Quality,QA Manager,Safety Training,2024-04-18,2025-04-18,Completed,Non-Compliant
EMP-12936,Quality,Quality Inspector,Calibration Awareness,2023-12-07,2025-12-06,Expired,Non-Compliant
EMP-12937,Quality,Quality Engineer,Internal Auditor Training,2025-01-02,2026-01-02,Completed,Compliant
EMP-12938,Supply Chain,Buyer,Calibration Awareness,2023-12-25,2025-12-24,Expired,Compliant
EMP-12939,Manufacturing,Machine Operator,ISO 9001 Awareness,2025-03-17,2026-03-17,Completed,Compliant
EMP-12940,Warehouse,Warehouse Operator,Internal Auditor Training,2025-05-03,2026-05-03,Completed,Compliant
EMP-12941,Engineering,Process Engineer,Internal Auditor Training,2023-03-05,2024-03-04,Completed,Compliant
EMP-12942,HR,HR Manager,5S Lean Manufacturing,2023-07-10,2025-07-09,Completed,Non-Compliant
EMP-12943,Quality,Auditor,5S Lean Manufacturing,2024-05-22,2026-05-22,Completed,Compliant
EMP-12944,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2023-11-20,2024-11-19,Expired,Compliant
EMP-12945,Supply Chain,Logistics Coordinator,Calibration Awareness,2023-11-05,2024-11-04,Completed,Non-Compliant
EMP-12946,Maintenance,Maintenance Technician,Internal Auditor Training,2024-04-29,2025-04-29,Completed,Non-Compliant
EMP-12947,Warehouse,Inventory Clerk,Internal Auditor Training,2025-03-11,2027-03-11,Completed,Compliant
EMP-12948,HR,HR Manager,Internal Auditor Training,2023-12-16,2025-12-15,Expired,Compliant
EMP-12949,Quality,Quality Engineer,ISO 9001 Awareness,2024-08-01,2025-08-01,Completed,Compliant
EMP-12950,HR,Training Coordinator,Calibration Awareness,2023-06-14,2024-06-13,Expired,Non-Compliant
EMP-12951,Maintenance,Maintenance Supervisor,Calibration Awareness,2025-05-13,2026-05-13,Completed,Compliant
EMP-12952,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2024-11-12,2025-11-12,Expired,Compliant
EMP-12953,Engineering,Design Engineer,5S Lean Manufacturing,2025-10-09,2026-10-09,Completed,Compliant
EMP-12954,Warehouse,Forklift Operator,Calibration Awareness,2025-01-24,2027-01-24,Completed,Compliant
EMP-12955,Warehouse,Warehouse Supervisor,Internal Auditor Training,2024-10-06,2026-10-06,Completed,Compliant
EMP-12956,Manufacturing,Line Lead,Safety Training,2023-01-03,2025-01-02,Completed,Non-Compliant
EMP-12957,HR,HR Manager,5S Lean Manufacturing,2024-05-21,2026-05-21,Completed,Compliant
EMP-12958,Engineering,Design Engineer,Safety Training,2025-05-23,2027-05-23,Completed,Compliant
EMP-12959,Engineering,Manufacturing Engineer,5S Lean Manufacturing,2024-10-07,2025-10-07,Expired,Compliant
EMP-12960,Quality,Quality Inspector,Internal Auditor Training,2024-12-15,2025-12-15,Expired,Non-Compliant
EMP-12961,Manufacturing,Assembly Technician,ISO 9001 Awareness,2023-03-23,2025-03-22,Completed,Compliant
EMP-12962,Supply Chain,Logistics Coordinator,5S Lean Manufacturing,2023-11-25,2025-11-24,Expired,Compliant
EMP-12963,Warehouse,Inventory Clerk,Internal Auditor Training,2023-06-13,2025-06-12,Expired,Compliant
EMP-12964,Manufacturing,Production Supervisor,Internal Auditor Training,2024-09-22,2026-09-22,Completed,Compliant
EMP-12965,Engineering,Design Engineer,Calibration Awareness,2024-08-23,2025-08-23,Expired,Compliant
EMP-12966,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2025-01-08,2027-01-08,Completed,Compliant
EMP-12967,Maintenance,Maintenance Technician,ISO 9001 Awareness,2024-08-25,2026-08-25,Completed,Compliant
EMP-12968,Engineering,Design Engineer,Internal Auditor Training,2023-10-01,2025-09-30,Completed,Compliant
EMP-12969,Manufacturing,Assembly Technician,ISO 9001 Awareness,2025-06-18,2027-06-18,Completed,Compliant
EMP-12970,Quality,Quality Inspector,Calibration Awareness,2024-11-23,2025-11-23,Completed,Compliant
EMP-12971,Manufacturing,Assembly Technician,ISO 9001 Awareness,2024-09-15,2026-09-15,Pending,Compliant
EMP-12972,Supply Chain,Logistics Coordinator,Calibration Awareness,2025-08-24,2026-08-24,Completed,Compliant
EMP-12973,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2023-01-07,2025-01-06,Completed,Compliant
EMP-12974,Engineering,Design Engineer,Calibration Awareness,2025-10-20,2026-10-20,Completed,Compliant
EMP-12975,Manufacturing,Production Supervisor,5S Lean Manufacturing,2024-09-01,2025-09-01,Expired,Non-Compliant
EMP-12976,Engineering,Design Engineer,Internal Auditor Training,2023-04-16,2024-04-15,Expired,Compliant
EMP-12977,Manufacturing,Assembly Technician,ISO 9001 Awareness,2023-12-22,2024-12-21,Completed,Compliant
EMP-12978,HR,HR Manager,Calibration Awareness,2025-07-25,2026-07-25,Completed,Compliant
EMP-12979,Supply Chain,Planner,5S Lean Manufacturing,2023-06-06,2024-06-05,Expired,Compliant
EMP-12980,Warehouse,Inventory Clerk,5S Lean Manufacturing,2024-03-21,2026-03-21,Completed,Compliant
EMP-12981,HR,HR Manager,ISO 9001 Awareness,2025-09-04,2026-09-04,Completed,Compliant
EMP-12982,Supply Chain,Logistics Coordinator,Calibration Awareness,2025-04-02,2026-04-02,Completed,Compliant
EMP-12983,Quality,Quality Engineer,Internal Auditor Training,2024-05-13,2025-05-13,Expired,Compliant
EMP-12984,Quality,Quality Inspector,Calibration Awareness,2023-02-09,2025-02-08,Completed,Non-Compliant
EMP-12985,Quality,Auditor,Safety Training,2024-09-02,2025-09-02,Completed,Compliant
EMP-12986,Engineering,Process Engineer,Safety Training,2024-09-19,2025-09-19,Expired,Compliant
EMP-12987,Quality,Quality Engineer,Calibration Awareness,2023-07-21,2025-07-20,Expired,Non-Compliant
EMP-12988,Supply Chain,Planner,Safety Training,2025-03-12,2026-03-12,Completed,Compliant
EMP-12989,Supply Chain,Buyer,ISO 9001 Awareness,2025-07-05,2026-07-05,Completed,Compliant
EMP-12990,Manufacturing,Production Supervisor,Calibration Awareness,2023-11-14,2024-11-13,Completed,Compliant
EMP-12991,HR,HR Manager,Calibration Awareness,2024-02-14,2025-02-13,Completed,Compliant
EMP-12992,Manufacturing,Machine Operator,ISO 9001 Awareness,2023-06-19,2024-06-18,Completed,Compliant
EMP-12993,Warehouse,Warehouse Operator,ISO 9001 Awareness,2024-07-14,2026-07-14,Completed,Compliant
EMP-12994,Supply Chain,Supply Chain Analyst,Safety Training,2023-11-16,2024-11-15,Completed,Compliant
EMP-12995,Quality,Quality Engineer,Safety Training,2023-11-12,2024-11-11,Expired,Compliant
EMP-12996,HR,HR Manager,ISO 9001 Awareness,2024-11-02,2025-11-02,Expired,Compliant
EMP-12997,Warehouse,Warehouse Operator,5S Lean Manufacturing,2025-09-13,2026-09-13,Completed,Compliant
EMP-12998,Supply Chain,Buyer,Calibration Awareness,2025-08-07,2026-08-07,Completed,Compliant
EMP-12999,Quality,Quality Engineer,5S Lean Manufacturing,2023-11-15,2024-11-14,Expired,Compliant
EMP-13000,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2023-06-17,2025-06-16,Expired,Compliant
EMP-13001,Manufacturing,Line Lead,Calibration Awareness,2024-04-29,2026-04-29,Completed,Compliant
EMP-13002,Warehouse,Inventory Clerk,Safety Training,2023-05-20,2024-05-19,Completed,Compliant
EMP-13003,Supply Chain,Planner,Internal Auditor Training,2024-01-30,2025-01-29,Expired,Compliant
EMP-13004,Supply Chain,Buyer,ISO 9001 Awareness,2023-06-28,2025-06-27,Completed,Compliant
EMP-13005,Quality,Auditor,Internal Auditor Training,2024-07-23,2026-07-23,Completed,Compliant
EMP-13006,Quality,Quality Inspector,ISO 9001 Awareness,2024-01-03,2026-01-02,Completed,Compliant
EMP-13007,Engineering,Design Engineer,Safety Training,2024-09-28,2025-09-28,Completed,Compliant
EMP-13008,Warehouse,Inventory Clerk,Safety Training,2025-02-26,2027-02-26,Completed,Compliant
EMP-13009,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2023-11-04,2025-11-03,Expired,Non-Compliant
EMP-13010,Quality,Quality Inspector,Safety Training,2025-05-13,2027-05-13,Completed,Compliant
EMP-13011,Maintenance,Reliability Engineer,5S Lean Manufacturing,2024-04-20,2026-04-20,Completed,Compliant
EMP-13012,HR,Training Coordinator,Internal Auditor Training,2023-11-05,2025-11-04,Expired,Compliant
EMP-13013,Manufacturing,Line Lead,Internal Auditor Training,2024-10-08,2025-10-08,Completed,Compliant
EMP-13014,HR,Training Coordinator,5S Lean Manufacturing,2025-08-31,2026-08-31,Completed,Compliant
EMP-13015,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2023-10-06,2024-10-05,Completed,Non-Compliant
EMP-13016,Manufacturing,Line Lead,Internal Auditor Training,2025-01-13,2026-01-13,Completed,Compliant
EMP-13017,Manufacturing,Line Lead,5S Lean Manufacturing,2024-07-30,2026-07-30,Completed,Compliant
EMP-13018,Manufacturing,Production Supervisor,ISO 9001 Awareness,2023-02-18,2024-02-18,Completed,Non-Compliant
EMP-13019,Warehouse,Warehouse Operator,5S Lean Manufacturing,2023-11-27,2024-11-26,Expired,Compliant
EMP-13020,Warehouse,Warehouse Supervisor,Calibration Awareness,2023-11-23,2025-11-22,Completed,Compliant
EMP-13021,Quality,Quality Engineer,Safety Training,2024-03-03,2025-03-03,Completed,Compliant
EMP-13022,Maintenance,Maintenance Supervisor,Calibration Awareness,2025-06-17,2026-06-17,Completed,Compliant
EMP-13023,Engineering,Manufacturing Engineer,5S Lean Manufacturing,2024-02-29,2025-02-28,Completed,Compliant
EMP-13024,HR,HR Manager,Safety Training,2024-03-11,2025-03-11,Expired,Compliant
EMP-13025,Maintenance,Maintenance Technician,Calibration Awareness,2025-07-16,2026-07-16,Completed,Compliant
EMP-13026,Maintenance,Maintenance Technician,Internal Auditor Training,2025-05-07,2027-05-07,Completed,Compliant
EMP-13027,Supply Chain,Planner,Calibration Awareness,2025-06-19,2026-06-19,Completed,Compliant
EMP-13028,HR,Training Coordinator,Internal Auditor Training,2025-06-13,2026-06-13,Completed,Compliant
EMP-13029,Maintenance,Reliability Engineer,5S Lean Manufacturing,2023-07-26,2024-07-25,Completed,Compliant
EMP-13030,Engineering,Design Engineer,Safety Training,2023-01-16,2024-01-16,Completed,Compliant
EMP-13031,Maintenance,Reliability Engineer,5S Lean Manufacturing,2023-07-31,2025-07-30,Expired,Compliant
EMP-13032,HR,HR Manager,ISO 9001 Awareness,2023-05-24,2024-05-23,Expired,Compliant
EMP-13033,Quality,Auditor,Safety Training,2023-04-02,2024-04-01,Completed,Compliant
EMP-13034,Maintenance,Maintenance Supervisor,Safety Training,2024-02-04,2025-02-03,Expired,Compliant
EMP-13035,Warehouse,Forklift Operator,Calibration Awareness,2023-01-17,2024-01-17,Completed,Compliant
EMP-13036,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2025-03-07,2026-03-07,Completed,Compliant
EMP-13037,Quality,QA Manager,Internal Auditor Training,2023-11-13,2024-11-12,Expired,Compliant
EMP-13038,HR,HR Generalist,ISO 9001 Awareness,2023-09-18,2024-09-17,Expired,Compliant
EMP-13039,HR,Training Coordinator,Safety Training,2025-04-04,2026-04-04,Completed,Compliant
EMP-13040,Engineering,Design Engineer,5S Lean Manufacturing,2023-07-14,2024-07-13,Completed,Non-Compliant
EMP-13041,Manufacturing,Assembly Technician,Calibration Awareness,2023-12-22,2024-12-21,Expired,Compliant
EMP-13042,Supply Chain,Logistics Coordinator,Calibration Awareness,2023-12-06,2025-12-05,Completed,Non-Compliant
EMP-13043,Warehouse,Inventory Clerk,Safety Training,2025-04-22,2027-04-22,Completed,Compliant
EMP-13044,Warehouse,Warehouse Operator,5S Lean Manufacturing,2023-09-12,2025-09-11,Expired,Compliant
EMP-13045,Supply Chain,Supply Chain Analyst,Safety Training,2024-06-06,2026-06-06,Completed,Compliant
EMP-13046,HR,HR Generalist,5S Lean Manufacturing,2023-03-28,2024-03-27,Expired,Compliant
EMP-13047,Warehouse,Forklift Operator,5S Lean Manufacturing,2023-06-21,2024-06-20,Expired,Compliant
EMP-13048,Manufacturing,Assembly Technician,5S Lean Manufacturing,2023-02-08,2024-02-08,Expired,Non-Compliant
EMP-13049,Quality,QA Manager,Calibration Awareness,2023-04-18,2025-04-17,Expired,Compliant
EMP-13050,Manufacturing,Line Lead,Calibration Awareness,2023-05-14,2024-05-13,Completed,Compliant
EMP-13051,Quality,Quality Inspector,ISO 9001 Awareness,2023-07-27,2025-07-26,Expired,Compliant
EMP-13052,Manufacturing,Production Supervisor,Safety Training,2025-01-06,2026-01-06,Completed,Compliant
EMP-13053,HR,HR Generalist,Calibration Awareness,2023-09-10,2024-09-09,Completed,Compliant
EMP-13054,Supply Chain,Buyer,ISO 9001 Awareness,2024-09-13,2026-09-13,Completed,Compliant
EMP-13055,HR,HR Manager,Safety Training,2023-07-20,2024-07-19,Completed,Compliant
EMP-13056,Manufacturing,Machine Operator,Internal Auditor Training,2024-07-11,2026-07-11,Completed,Compliant
EMP-13057,Supply Chain,Buyer,5S Lean Manufacturing,2025-01-02,2026-01-02,Completed,Compliant
EMP-13058,HR,HR Generalist,ISO 9001 Awareness,2025-10-22,2027-10-22,Completed,Compliant
EMP-13059,Maintenance,Maintenance Technician,5S Lean Manufacturing,2025-07-31,2026-07-31,Pending,Non-Compliant
EMP-13060,HR,Training Coordinator,Safety Training,2024-07-05,2026-07-05,Completed,Compliant
EMP-13061,Manufacturing,Line Lead,Internal Auditor Training,2024-06-04,2025-06-04,Completed,Compliant
EMP-13062,Engineering,Design Engineer,ISO 9001 Awareness,2023-01-06,2024-01-06,Completed,Non-Compliant
EMP-13063,HR,HR Generalist,ISO 9001 Awareness,2025-10-27,2027-10-27,Completed,Compliant
